GMM_2	GMM_3	GMM_4	GMM_5	GMM_6	GMM_7	GMM_8	GMM_9	GMM_10	GMM_11	GMM_12	GMM_13	GMM_14	GMM_15
0	2	0	0	0	0	5	0	0	0	5	5	5	8
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	0	0	0	0	0	0	0	0	0	5	5	5	12
0	0	0	0	4	4	0	0	8	8	5	5	8	8
1	0	3	3	1	1	7	7	1	6	7	7	7	7
1	0	3	3	1	1	1	1	1	6	1	7	7	7
1	0	3	4	1	1	1	1	1	4	1	7	7	7
1	1	3	4	1	6	1	1	4	4	1	7	7	7
1	1	1	1	5	5	1	1	4	4	4	4	1	4
1	1	1	1	5	5	2	2	9	9	9	9	2	9
0	0	0	0	0	4	0	0	0	8	5	5	8	8
0	0	0	0	0	4	0	0	8	8	8	8	8	8
1	1	1	4	5	6	2	2	6	10	10	10	2	10
1	1	3	3	1	1	1	1	1	6	1	7	7	7
1	1	1	1	5	5	4	4	9	9	9	9	9	14
1	0	3	4	1	6	6	1	2	1	1	1	10	1
1	1	3	4	1	6	1	1	6	1	10	1	10	1
1	1	3	4	1	6	1	1	4	4	1	1	1	4
1	1	3	4	1	6	2	6	6	10	10	10	10	10
1	0	3	4	1	6	6	6	6	1	1	6	6	1
1	1	3	4	1	6	1	1	6	1	1	6	6	1
1	0	3	3	1	1	6	6	1	6	6	6	6	6
1	0	3	3	3	1	7	7	7	7	7	12	12	12
1	1	3	4	1	6	4	4	6	1	10	1	1	1
1	0	3	4	1	1	1	1	1	1	1	7	6	1
1	1	3	4	1	6	6	6	6	10	10	2	10	10
1	0	3	4	1	6	6	6	1	1	1	6	6	6
1	0	3	3	1	1	7	7	1	6	1	7	7	7
1	0	3	4	1	6	6	6	1	1	1	6	6	1
1	0	3	3	1	1	6	6	1	6	6	6	6	6
1	0	3	3	3	1	7	7	7	7	7	12	12	12
1	1	3	4	1	6	6	6	6	10	10	10	10	10
1	1	1	4	1	6	1	4	6	1	4	1	1	10
1	0	3	4	4	4	6	8	8	8	8	8	13	13
0	2	0	0	0	0	0	0	0	0	5	5	5	12
0	2	0	0	0	0	0	0	0	0	5	5	5	5
0	2	0	0	0	0	0	0	0	0	5	5	5	5
1	1	3	4	1	1	1	1	1	1	1	6	6	1
1	1	3	4	1	6	6	1	6	1	10	1	1	1
1	0	3	4	1	1	1	6	1	1	1	6	6	6
1	1	3	4	1	6	1	6	1	1	1	6	6	6
1	0	3	4	1	1	1	6	1	6	1	6	6	6
1	1	1	1	5	5	4	4	6	4	4	10	10	4
1	1	1	1	5	5	2	2	9	9	9	9	2	14
1	0	3	4	4	4	6	8	8	8	8	8	8	13
1	0	0	0	4	4	0	8	8	8	8	8	8	13
1	0	3	3	1	1	6	6	1	6	6	6	6	6
1	0	3	4	1	6	6	6	6	10	10	6	10	6
1	1	3	4	1	6	1	6	6	10	10	6	6	10
0	0	0	0	0	4	0	0	0	8	5	5	8	8
1	1	3	3	1	1	1	1	1	6	1	6	6	6
1	1	1	4	1	6	1	1	6	1	1	1	1	1
1	0	0	0	4	4	0	8	8	8	8	8	8	13
0	2	2	0	0	0	5	5	0	0	11	5	5	5
0	2	2	2	0	0	5	5	5	5	11	11	5	5
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	2	2	0	0	5	5	5	5	11	11	11	5
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	2	2	0	0	5	5	5	5	11	11	11	5
0	0	0	0	0	4	7	0	7	7	0	12	0	12
1	0	3	3	1	1	1	7	1	6	1	6	13	6
0	2	0	0	0	0	5	0	0	0	5	5	5	8
0	2	2	0	0	0	5	5	0	0	11	0	5	5
0	2	2	2	0	0	5	5	5	5	11	11	5	5
1	0	0	0	4	4	0	8	8	8	8	8	8	13
1	0	0	0	0	4	0	0	8	8	5	5	8	8
0	2	2	2	0	0	5	5	5	5	11	11	11	5
0	2	2	2	0	0	5	5	5	0	11	11	5	5
0	2	2	2	0	0	5	5	5	0	11	11	5	5
0	2	2	2	0	0	5	5	5	5	11	11	11	5
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	2	2	0	0	5	5	5	0	11	11	5	5
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	0	0	0	0	5	0	0	0	5	5	5	5
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	5
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	5
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	2	2	2	0	5	5	5	5	11	11	11	5
1	0	0	0	4	4	0	8	8	8	8	8	8	8
0	2	0	0	0	0	5	0	0	0	5	5	5	5
0	2	2	0	0	0	5	5	5	0	11	11	5	5
0	2	0	0	3	3	7	7	7	7	7	12	12	12
1	0	3	3	3	1	7	7	1	6	7	12	12	6
1	0	3	4	4	6	6	6	2	2	8	6	13	13
1	0	3	4	1	1	1	1	1	6	1	6	6	6
1	1	3	4	1	6	6	6	6	10	10	6	10	10
1	0	0	0	4	4	0	8	8	8	8	8	8	13
1	1	1	4	4	6	6	8	2	2	8	2	13	13
1	0	0	0	4	4	0	8	8	8	8	8	13	13
1	0	0	0	4	4	0	8	8	8	8	8	8	8
1	0	3	4	4	1	6	1	1	1	1	6	6	1
1	0	3	4	1	1	6	1	1	6	1	7	7	7
1	0	3	3	3	1	7	7	7	7	7	12	12	12
1	0	0	3	3	1	7	7	7	7	7	12	12	12
1	0	3	3	3	1	7	7	7	6	7	12	12	12
1	0	3	3	4	1	6	6	1	6	8	6	12	6
1	0	3	3	3	1	7	7	1	6	7	12	12	12
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
1	0	0	0	4	4	0	8	8	8	0	0	8	8
0	2	2	2	2	2	3	3	3	3	3	3	3	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	3	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	0	0	5	5	5	5	11	11	5	5
0	2	2	2	0	0	5	5	5	0	11	11	5	5
1	0	0	0	4	4	0	8	8	8	8	8	8	13
0	2	2	2	0	0	5	5	5	5	11	11	11	5
0	0	0	0	0	0	0	0	0	0	5	5	8	8
0	2	0	0	0	0	5	5	0	0	5	5	5	5
0	2	2	2	0	0	5	5	5	0	11	11	5	5
0	2	2	2	2	0	5	5	5	5	11	11	11	5
1	0	3	4	1	6	6	6	1	1	1	6	6	6
1	0	3	3	1	1	6	6	1	6	1	6	6	6
1	0	3	3	3	1	7	7	7	6	7	12	12	12
1	0	3	3	3	1	7	7	7	7	7	12	12	12
1	0	3	3	3	1	7	7	7	7	7	12	12	12
0	0	0	0	0	1	7	7	7	7	7	12	12	12
0	2	0	0	0	0	5	0	0	0	5	5	5	5
0	2	0	0	0	0	5	0	0	0	5	5	5	5
1	1	3	4	1	6	1	6	6	1	10	1	1	1
1	0	3	3	1	1	1	1	1	6	1	7	7	7
1	0	3	3	1	1	1	1	1	6	6	6	6	6
1	0	3	4	1	6	6	1	1	1	1	6	6	1
1	0	3	3	3	1	7	7	7	7	7	12	12	12
0	2	2	2	0	0	5	5	5	5	11	11	5	5
0	2	0	0	0	0	0	0	0	0	5	5	5	8
0	2	2	2	0	0	5	5	5	5	11	11	11	5
1	0	3	4	4	4	0	8	8	8	8	8	8	13
1	0	3	3	1	1	6	6	1	6	1	6	6	6
1	1	3	4	1	6	6	6	1	1	1	6	6	6
1	1	3	4	1	6	1	1	1	1	1	6	6	1
1	0	3	3	3	1	7	7	7	6	7	12	12	6
0	2	0	0	0	0	5	0	0	0	5	5	5	5
0	2	0	0	0	0	5	0	0	0	5	5	5	5
0	2	2	2	0	0	5	5	5	5	11	11	5	5
0	2	2	2	0	0	5	5	5	5	11	11	11	5
0	0	0	0	0	4	0	0	8	8	0	0	8	8
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	2	2	2	2	5	5	5	5	11	11	11	5
0	2	0	0	0	0	0	0	0	0	5	5	5	8
0	2	2	2	0	0	5	5	5	5	11	11	5	5
0	2	2	2	0	0	5	5	5	5	11	11	11	5
1	0	0	0	4	4	0	0	8	8	5	5	8	8
1	1	1	1	5	5	4	4	6	10	4	10	2	10
1	1	3	4	1	6	2	2	6	10	10	10	10	10
1	0	0	0	4	4	0	8	8	8	8	8	8	13
1	1	1	1	5	5	4	4	9	4	4	1	1	4
1	0	3	3	4	4	0	8	8	8	8	8	8	13
1	0	3	4	1	1	6	6	1	10	6	6	6	6
1	0	0	3	3	1	7	7	7	7	7	12	12	12
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	0	0	0	0	5	0	0	0	5	5	5	5
0	2	2	2	0	0	5	5	5	0	11	11	5	5
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	5
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	2	2	0	0	5	5	5	5	11	11	11	5
1	1	1	4	5	6	2	2	2	2	2	2	2	2
1	1	1	1	5	5	4	2	9	9	9	9	9	14
1	1	3	4	4	6	6	8	6	10	10	10	13	13
0	2	2	2	0	0	5	5	5	5	11	11	11	5
0	2	0	0	0	0	0	0	0	0	5	5	5	8
0	2	0	0	0	0	0	0	0	0	5	5	5	8
1	1	3	4	1	6	6	6	6	10	10	6	6	10
1	1	3	4	1	6	1	1	4	4	1	1	1	4
1	0	3	4	1	1	6	6	1	6	6	6	6	6
1	0	0	0	4	4	0	8	8	8	8	8	8	13
1	0	3	4	1	1	6	6	1	6	8	6	6	6
1	1	1	4	5	6	2	2	6	1	4	1	1	1
0	2	0	0	0	4	0	0	0	8	5	5	8	8
0	2	0	0	0	0	0	0	0	0	5	5	5	8
1	0	3	4	1	6	6	6	1	10	10	6	6	6
1	0	0	0	4	4	0	8	8	8	8	8	8	13
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	0	0	0	0	5	0	0	0	5	5	5	5
0	2	2	2	0	0	5	5	5	5	11	11	5	5
0	2	2	2	2	0	5	5	5	5	11	11	11	5
1	0	3	4	1	1	6	6	1	6	6	6	6	6
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	3	3	3	3	3	3	3	11
0	2	2	2	2	2	3	3	3	3	3	3	3	11
0	2	2	2	2	2	3	3	3	3	3	3	3	11
0	2	2	2	2	2	3	3	3	3	3	3	3	11
0	2	2	2	2	2	3	3	3	3	3	3	3	11
0	2	2	2	2	2	3	5	5	5	11	11	11	11
0	2	2	2	2	2	3	5	5	5	11	11	11	11
0	2	2	2	2	2	3	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	3	3	5	5	3	3	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	5
1	1	1	1	5	6	1	4	4	1	4	1	1	1
1	1	3	3	1	1	1	1	1	6	1	7	7	7
1	1	3	4	1	6	1	1	6	1	1	6	6	1
0	0	0	0	4	4	7	7	7	7	0	12	0	12
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
1	0	3	4	1	6	6	6	1	1	1	6	6	6
0	2	2	2	2	3	5	5	5	5	11	0	0	11
0	2	2	2	2	3	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	5
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	3	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	3	5	5	5	3	11	11	11
0	2	2	3	3	3	7	7	7	7	7	12	12	12
0	2	2	2	2	3	3	3	3	3	3	3	3	3
0	2	2	2	2	2	3	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	3	5	5	5	11	11	11	11
0	2	2	2	2	2	3	3	3	3	3	3	3	11
0	2	2	2	2	2	3	3	5	5	3	3	11	11
0	2	2	2	2	2	3	3	5	5	3	3	11	11
0	2	2	2	2	2	3	5	5	5	3	3	11	11
0	2	2	2	2	2	3	3	3	3	3	3	3	11
0	2	2	2	2	2	3	3	3	3	3	3	3	11
0	2	2	2	2	2	3	5	5	5	11	11	11	11
0	2	2	2	2	2	3	3	3	5	3	3	11	11
0	2	2	2	2	2	3	3	5	5	3	3	11	11
0	2	2	2	2	2	3	5	5	5	11	11	11	11
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	3	3	5	5	3	3	11	11
1	0	3	3	4	1	6	8	1	6	6	6	6	6
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	5
0	2	2	0	0	0	5	5	0	0	11	11	5	5
0	2	0	0	0	0	5	0	0	0	5	5	5	5
1	1	1	4	5	6	2	2	2	1	2	2	1	1
1	0	3	3	1	1	6	6	1	6	6	6	6	6
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	5
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	0	0	0	0	7	0	0	0	5	5	5	8
0	2	2	2	2	2	3	5	5	5	11	11	11	11
0	2	0	0	0	0	5	0	0	0	5	5	5	5
1	1	3	4	1	6	6	6	6	1	10	6	6	1
1	1	1	4	5	6	4	2	6	1	10	1	1	1
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	0	0	0	0	4	0	0	0	8	0	0	0	8
0	2	2	0	0	0	5	0	0	0	5	5	5	5
0	2	0	0	0	0	5	0	0	0	5	5	5	8
0	2	2	2	0	0	5	5	5	0	11	11	5	5
0	0	0	0	0	4	0	0	8	8	0	8	8	8
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	0	0	5	5	5	5	11	11	11	5
0	0	0	0	0	0	0	0	0	0	5	5	5	8
0	2	2	2	2	0	5	5	5	5	11	11	11	5
1	0	0	3	3	3	7	7	7	7	7	12	12	12
1	0	3	4	1	1	6	1	1	1	1	6	6	6
0	2	0	0	0	0	5	0	0	0	5	5	5	5
0	0	0	0	0	4	0	0	0	8	5	5	8	8
0	2	2	0	0	0	5	5	0	0	11	5	5	5
1	0	3	3	1	1	1	1	1	6	1	7	7	7
1	1	1	1	5	6	1	1	4	1	4	1	1	1
1	1	3	4	1	6	1	1	6	1	1	1	1	1
1	0	3	3	1	1	6	6	1	6	1	6	6	6
1	1	1	1	5	6	4	4	6	1	4	1	1	1
1	0	0	0	4	4	0	8	8	8	8	8	8	13
1	0	0	0	4	4	0	8	8	8	0	8	8	8
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	5
0	2	2	2	2	2	5	5	5	5	11	11	11	11
1	1	1	4	5	6	2	2	6	10	10	10	2	9
1	1	1	4	1	6	2	2	6	1	10	10	2	1
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	0	0	0	0	4	0	0	8	8	0	8	8	8
0	2	2	2	0	0	5	5	5	5	11	11	5	5
0	2	2	2	2	2	5	5	5	5	11	11	11	5
0	2	2	0	0	0	5	5	5	0	11	11	5	5
1	0	3	4	4	4	0	8	8	8	8	8	8	13
0	2	2	2	2	2	5	5	5	5	11	11	11	5
0	2	0	0	0	0	5	0	0	0	0	0	5	5
0	2	0	0	0	0	5	0	0	0	0	0	5	5
0	2	2	2	2	2	3	5	5	5	11	11	11	11
0	2	2	2	2	2	3	5	5	5	3	3	11	11
0	2	2	2	2	2	3	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	3	5	5	5	11	11	11	11
0	2	2	2	2	2	3	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
1	0	0	0	4	4	0	8	8	8	0	0	0	8
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	3	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	3	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	0	0	0	0	5	0	0	0	5	5	5	5
0	2	2	0	0	0	5	5	0	0	11	5	5	5
0	0	0	0	0	4	0	0	0	0	5	5	8	8
1	0	0	0	4	4	0	8	8	8	0	8	8	8
0	2	2	2	0	0	5	5	5	5	11	11	5	5
0	2	2	2	0	0	5	5	5	5	11	11	11	5
0	2	2	2	2	2	5	5	5	5	11	11	11	5
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	0	0	0	5	0	0	0	0	0	0	5
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	5
0	2	2	2	2	2	3	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	2	2	0	0	5	5	5	0	11	11	5	5
0	2	2	2	3	3	3	3	3	3	3	3	3	3
0	2	2	2	3	3	3	3	3	3	3	3	3	3
0	2	3	3	3	1	7	7	7	7	7	12	12	12
1	1	1	1	5	5	2	2	2	2	2	2	13	2
0	2	0	0	0	4	0	0	0	0	0	0	0	8
0	0	0	0	0	4	0	0	0	0	0	0	0	8
0	2	2	0	0	0	5	5	0	0	11	5	5	5
0	0	0	0	0	4	0	0	0	0	5	5	8	8
0	2	2	0	0	0	5	5	0	0	5	5	5	5
1	0	3	4	1	6	6	6	6	1	2	6	6	1
1	0	3	3	3	1	7	7	7	7	7	12	12	12
1	0	3	4	4	4	6	8	8	2	8	8	13	13
0	2	0	0	0	4	0	0	0	0	0	0	0	8
1	1	1	4	1	6	1	2	6	1	10	10	6	1
1	1	1	1	5	5	2	2	2	9	2	2	1	2
1	0	3	4	1	1	6	6	1	6	6	6	6	6
0	2	0	0	0	0	0	0	0	0	5	5	5	8
1	0	3	3	4	1	7	7	1	6	7	12	12	12
1	1	1	1	5	5	4	4	9	9	9	9	9	14
1	0	3	4	4	4	6	8	2	2	8	6	13	13
1	0	3	4	4	6	6	6	2	2	8	6	13	13
1	1	3	4	1	6	1	6	6	1	10	6	6	1
0	2	0	0	0	0	5	5	5	5	11	11	5	5
0	0	0	0	0	4	0	0	0	0	5	5	8	8
1	0	3	3	4	1	6	6	1	6	8	6	12	6
1	1	3	4	1	1	1	1	4	1	1	6	6	1
1	0	3	3	1	1	7	7	1	6	7	7	12	7
1	0	3	3	1	1	7	7	1	6	7	12	12	6
1	1	1	1	5	5	2	2	2	2	2	2	9	2
0	0	0	0	0	4	0	0	0	8	0	0	0	8
0	2	0	0	0	0	5	0	0	0	5	5	5	5
0	2	2	2	2	0	5	5	5	5	11	11	11	5
1	0	3	4	1	6	6	6	1	1	10	6	6	6
0	0	0	0	0	4	0	0	0	0	5	5	8	8
0	2	2	2	2	0	5	5	5	5	11	11	5	5
1	1	3	4	1	6	1	1	6	1	1	6	6	1
1	0	3	3	3	1	7	7	7	7	7	12	12	12
1	1	1	1	5	5	1	1	4	4	4	4	1	1
1	1	1	1	5	5	1	1	4	4	4	4	1	4
1	1	1	4	5	6	1	1	4	1	4	1	1	4
0	0	0	0	4	4	0	8	8	8	8	8	8	8
1	0	3	4	1	1	6	6	1	10	10	6	10	6
1	0	3	3	1	1	6	1	1	6	1	6	6	6
1	0	0	0	4	4	0	8	8	8	8	8	8	8
0	0	0	0	0	0	0	0	0	0	5	5	8	8
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	2	0	0	0	5	0	0	0	5	5	5	5
0	2	2	2	0	0	5	5	5	0	11	11	5	5
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	2	0	0	0	5	5	0	0	11	0	5	5
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	2	2	0	0	5	5	5	5	11	11	5	5
1	1	1	4	1	6	1	1	6	1	1	1	1	1
1	1	3	4	1	1	1	1	4	4	1	7	7	7
1	1	3	4	1	6	1	1	4	1	1	1	6	1
1	1	3	4	1	6	1	1	1	1	1	6	6	1
1	1	1	4	1	6	1	1	6	1	2	1	1	1
1	0	3	3	4	4	0	8	8	8	8	8	13	13
0	0	0	0	4	4	0	8	8	8	8	8	8	8
0	2	0	0	0	0	5	0	0	0	5	5	5	8
1	0	3	4	1	1	6	6	1	6	6	6	6	6
1	1	3	4	1	6	6	6	6	10	10	1	10	10
1	1	1	1	5	5	4	4	9	9	4	1	1	14
1	0	3	4	1	6	6	6	6	10	10	6	10	10
1	1	3	4	1	6	1	1	4	1	1	1	1	1
1	1	3	4	1	6	6	6	6	1	10	1	1	1
0	2	2	2	0	0	5	5	5	5	11	11	5	5
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	0	0	0	0	5	0	0	0	0	0	5	5
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	2	2	2	2	5	5	5	5	11	11	11	5
0	0	0	0	0	4	0	0	0	0	5	5	8	8
0	2	2	2	0	0	5	5	5	5	11	11	11	5
1	1	3	4	1	6	1	2	1	1	6	2	6	1
1	1	1	1	5	5	4	4	4	4	4	4	1	4
0	0	0	0	0	0	0	0	0	0	0	0	0	8
0	2	2	2	2	2	5	5	5	5	11	11	11	5
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	0	0	0	0	5	0	0	0	5	5	5	12
1	1	3	4	1	6	6	6	1	1	10	6	6	6
0	0	0	0	4	4	0	8	8	8	0	8	8	8
1	0	3	4	4	6	6	1	2	2	8	2	13	2
1	0	3	4	1	6	6	1	2	2	1	2	13	2
1	1	3	4	1	6	6	6	2	1	2	2	10	1
0	2	2	0	0	0	5	5	0	0	11	11	5	5
0	0	0	0	0	4	0	0	0	8	5	5	8	8
0	2	2	2	2	2	5	5	5	5	11	11	11	5
1	0	3	4	1	6	1	1	1	1	1	6	6	1
1	0	3	3	1	1	7	7	1	6	7	7	7	7
1	1	1	4	5	6	6	6	6	10	10	10	10	10
1	0	3	4	4	1	6	6	2	2	8	7	7	7
1	0	3	3	3	1	7	7	7	7	7	12	12	12
1	0	3	4	1	1	6	6	1	10	6	6	6	6
1	1	1	4	1	6	1	1	4	1	1	1	1	1
1	1	1	1	5	5	2	2	9	9	9	9	2	9
1	1	1	1	5	6	1	1	4	1	4	1	1	1
1	1	1	1	5	6	4	1	6	1	4	1	1	1
1	0	3	3	3	1	7	7	4	6	1	7	7	7
1	1	1	4	1	6	2	2	6	1	10	10	2	1
0	0	0	0	0	4	0	0	0	0	5	5	8	8
1	0	3	4	1	1	6	6	6	10	10	10	10	10
1	1	1	1	5	6	2	2	2	2	2	2	13	2
0	2	0	0	0	0	0	0	0	0	5	5	5	8
1	1	3	4	1	6	6	6	6	1	10	6	6	1
0	2	0	0	0	0	0	0	0	0	5	5	5	5
0	0	0	0	0	4	0	0	0	8	5	5	8	8
0	2	0	0	0	0	5	5	5	0	11	11	5	5
0	0	0	0	0	4	0	0	0	8	5	5	8	8
1	0	3	3	1	1	6	6	1	6	6	6	6	6
1	0	3	3	3	1	7	7	1	6	7	7	7	7
1	0	0	0	4	4	0	0	8	8	5	5	8	8
0	2	0	0	0	0	0	0	0	0	5	5	5	8
0	2	0	0	0	0	0	0	0	0	5	5	5	8
1	0	3	3	4	1	6	6	1	6	6	6	6	6
1	0	3	3	3	1	7	7	1	6	7	12	12	12
1	0	3	3	4	1	6	6	1	6	8	6	6	6
1	0	0	3	4	1	0	8	8	8	8	12	12	6
1	0	3	3	1	1	6	7	1	6	6	6	6	6
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	3	3	3	5	3	3	11	11
0	2	2	2	2	2	3	3	3	3	3	3	3	11
0	2	2	2	2	2	3	3	3	3	3	3	3	11
0	2	2	2	2	2	3	3	3	3	3	3	3	11
0	2	2	2	2	2	3	3	3	3	3	3	3	11
0	2	2	2	2	2	3	3	5	5	3	3	11	11
0	2	2	2	2	2	3	3	3	3	3	3	3	11
0	2	2	2	2	2	3	3	3	3	3	3	3	11
0	2	2	2	2	2	3	3	3	3	3	3	3	11
0	2	2	2	2	2	3	3	5	5	3	3	11	11
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	2	2	2	2	3	5	5	5	11	11	11	11
1	0	3	4	1	1	1	6	1	6	1	6	6	6
1	1	3	4	1	1	1	1	4	4	1	7	7	7
0	2	2	2	2	2	3	5	5	5	3	3	11	11
0	2	0	0	0	0	5	0	0	0	5	5	5	5
0	2	2	2	3	3	3	3	3	7	0	0	0	12
0	0	0	3	4	1	7	7	7	7	7	12	12	12
0	0	0	3	3	3	7	7	7	7	7	12	12	12
1	0	0	3	3	3	7	7	7	7	7	12	12	12
1	0	3	3	3	1	7	7	7	7	7	12	12	7
1	0	3	3	3	1	7	7	7	7	7	12	12	12
1	0	3	3	3	1	7	7	7	7	7	12	12	12
1	0	3	3	3	1	7	7	7	6	7	12	12	7
1	1	3	4	1	6	6	1	2	1	2	2	6	1
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	0	0	0	0	0	0	0	0	0	5	5	5	8
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	0	0	0	0	0	0	0	0	0	0	0	8
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	2	2	2	2	3	3	3	3	3	3	11	11
0	2	2	0	0	0	5	5	0	0	11	11	5	5
0	2	2	2	2	2	5	5	5	5	11	11	11	5
0	2	0	0	0	0	5	0	0	0	0	0	0	5
0	2	2	2	2	2	5	5	5	5	11	11	11	5
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	0	0	0	0	5	0	0	0	0	0	5	5
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	2	2	2	2	5	5	5	5	11	11	11	11
0	2	2	2	2	0	5	5	5	5	11	11	11	5
0	2	2	2	2	0	5	5	5	5	11	11	11	5
1	0	3	3	3	1	7	7	7	6	7	12	12	12
